"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 31 03:15:46 GMT 2022","Mon Jan 31 03:15:49 GMT 2022","2375","Contract: Address","functionCallWithValue","with non-zero value","","","calls the requested function with transaction funds",""
"passed","Mon Jan 31 03:22:23 GMT 2022","Mon Jan 31 03:22:27 GMT 2022","4180","Contract: ERC721Enumerable","with minted tokens","transfers > via safeTransferFrom > without data > to a valid receiver contract > when called by the owner","","","transfers the ownership of the given token ID to the given address",""
"passed","Mon Jan 31 03:20:44 GMT 2022","Mon Jan 31 03:20:47 GMT 2022","3253","Contract: ERC721Enumerable","with minted tokens","transfers > via safeTransferFrom > without data > to a user account > when called by the approved individual","","","transfers the ownership of the given token ID to the given address",""
"passed","Mon Jan 31 03:10:35 GMT 2022","Mon Jan 31 03:10:36 GMT 2022","1248","Contract: ERC1967Proxy","initialization without parameters","non payable > when not sending balance","","","initializes the proxy",""
"passed","Mon Jan 31 03:17:23 GMT 2022","Mon Jan 31 03:17:25 GMT 2022","1333","Contract: SafeCast","toInt16","","","","reverts when downcasting -2^15 - 2 (-32770)",""
"skipped","Mon Jan 31 03:11:47 GMT 2022","Mon Jan 31 03:11:47 GMT 2022","1","Contract: TransparentUpgradeableProxy","upgradeToAndCall","with migrations > when the sender is the admin > when upgrading to V1","","","calls the 'initialize' function and sends given value to the proxy",""
"passed","Mon Jan 31 03:12:30 GMT 2022","Mon Jan 31 03:12:35 GMT 2022","5015","Contract: TransparentUpgradeableProxy","regression","","","","should change function signature",""
"passed","Mon Jan 31 03:17:34 GMT 2022","Mon Jan 31 03:17:36 GMT 2022","1296","Contract: SafeCast","toInt32","","","","reverts when downcasting 2^31 (2147483648)",""
"passed","Mon Jan 31 03:10:47 GMT 2022","Mon Jan 31 03:10:49 GMT 2022","2440","Contract: UUPSUpgradeable","","","","","upgrade to upgradeable implementation with call",""
"passed","Mon Jan 31 03:26:10 GMT 2022","Mon Jan 31 03:26:12 GMT 2022","1817","Contract: ERC721","with minted tokens","setApprovalForAll > when the operator is the owner","","","reverts",""
"passed","Mon Jan 31 03:12:19 GMT 2022","Mon Jan 31 03:12:23 GMT 2022","3715","Contract: ERC1155","like an ERC1155","safeTransferFrom > when sending to a valid receiver > without data","","","calls onERC1155Received",""
"passed","Mon Jan 31 03:23:38 GMT 2022","Mon Jan 31 03:23:43 GMT 2022","4459","Contract: ERC721Enumerable","with minted tokens","transfers > via safeTransferFrom > without data > to a valid receiver contract > when called by the owner without an approved user","","","transfers the ownership of the given token ID to the given address",""
"passed","Mon Jan 31 03:11:13 GMT 2022","Mon Jan 31 03:11:15 GMT 2022","1536","Contract: ERC1155","like an ERC1155","balanceOfBatch","","","reverts when input arrays don't match up",""
"passed","Mon Jan 31 03:19:43 GMT 2022","Mon Jan 31 03:19:47 GMT 2022","4221","Contract: ERC721Enumerable","with minted tokens","transfers > via safeTransferFrom > with data > to a valid receiver contract > when sent to the owner","","","keeps ownership of the token",""
"passed","Mon Jan 31 03:15:44 GMT 2022","Mon Jan 31 03:15:51 GMT 2022","6867","Contract: ConditionalEscrow","when withdrawal is allowed","as an escrow > deposits","","","can accept a single deposit",""
"passed","Mon Jan 31 03:15:41 GMT 2022","Mon Jan 31 03:15:41 GMT 2022","68","Contract: SignatureChecker (ERC1271)","EOA account","","","","with invalid signature",""
