"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Mar 18 11:48:13 GMT 2022","Fri Mar 18 11:48:13 GMT 2022","0","Contract: ERC20VotesComp","transfers","","","","full delegation",""
"passed","Fri Mar 18 12:04:56 GMT 2022","Fri Mar 18 12:04:59 GMT 2022","3499","Contract: SafeCast","toUint128","","","","downcasts 2^128 - 1 (340282366920938463463374607431768211455)",""
"passed","Fri Mar 18 11:56:35 GMT 2022","Fri Mar 18 11:56:51 GMT 2022","15862","Contract: ERC721Enumerable","with minted tokens","transfers > via transferFrom > when called by the approved individual","","","emits an Approval event",""
"passed","Fri Mar 18 11:34:43 GMT 2022","Fri Mar 18 11:35:08 GMT 2022","25154","Contract: VestingWallet","vesting schedule","ERC20 vesting","","","check vesting schedule",""
"passed","Fri Mar 18 11:45:50 GMT 2022","Fri Mar 18 11:46:07 GMT 2022","16360","Contract: ERC1155","like an ERC1155","safeTransferFrom > when sending to a valid receiver > with data","","","credits transferred balance to receiver",""
"passed","Fri Mar 18 11:45:12 GMT 2022","Fri Mar 18 11:45:21 GMT 2022","8713","Contract: ERC1155PresetMinterPauser","pausing","","","","other accounts cannot unpause",""
"passed","Fri Mar 18 12:31:43 GMT 2022","Fri Mar 18 12:31:58 GMT 2022","14451","Contract: ERC721","with minted tokens","transfers > via safeTransferFrom > without data > to a user account > when sent to the owner","","","clears the approval for the token ID",""
"passed","Fri Mar 18 11:54:09 GMT 2022","Fri Mar 18 11:54:19 GMT 2022","9499","Contract: ERC721Pausable","when token is paused","getApproved","","","returns approved address",""
"passed","Fri Mar 18 11:47:10 GMT 2022","Fri Mar 18 11:47:40 GMT 2022","29996","Contract: GovernorTimelockControl","Contract interface","GovernorTimelock > timelock()","","","has to be implemented",""
"passed","Fri Mar 18 11:36:14 GMT 2022","Fri Mar 18 11:36:56 GMT 2022","42496","Contract: GovernorVotesQuorumFraction","update quorum over the maximum","","","","run",""
"skipped","Fri Mar 18 11:48:13 GMT 2022","Fri Mar 18 11:48:13 GMT 2022","0","Contract: ERC20VotesComp","set delegation","with signature","","","rejects bad nonce",""
"broken","Fri Mar 18 11:44:40 GMT 2022","Fri Mar 18 11:44:40 GMT 2022","0","tests.brownie.token.tests","test_approve","","","","test_revoke_approve",""
"passed","Fri Mar 18 12:00:39 GMT 2022","Fri Mar 18 12:00:51 GMT 2022","11367","Contract: Address","functionStaticCall","","","","bubbles up revert reason",""
"failed","Fri Mar 18 11:36:32 GMT 2022","Fri Mar 18 11:36:36 GMT 2022","4840","Contract: MinimalForwarder","with message","verify > valid signature","","","success",""
"passed","Fri Mar 18 11:52:03 GMT 2022","Fri Mar 18 11:52:19 GMT 2022","16342","Contract: ERC1155","like an ERC1155","safeBatchTransferFrom > to a receiver contract returning unexpected value","","","reverts",""
"passed","Fri Mar 18 12:53:34 GMT 2022","Fri Mar 18 12:53:46 GMT 2022","11428","Contract: ERC721Enumerable","with minted tokens","setApprovalForAll > when the operator willing to approve is not the owner > when there is no operator approval set by the sender","","","emits an approval event",""
"passed","Fri Mar 18 11:43:30 GMT 2022","Fri Mar 18 11:43:43 GMT 2022","13257","Contract: ERC1155","like an ERC1155","safeTransferFrom > when called by an operator on behalf of the multiTokenHolder > when operator is approved by multiTokenHolder","","","debits transferred balance from sender",""
"passed","Fri Mar 18 11:40:41 GMT 2022","Fri Mar 18 11:40:50 GMT 2022","8897","Contract: Pausable","when unpaused","when paused > unpausing > when unpaused","","","should prevent drastic measure",""
"passed","Fri Mar 18 12:13:40 GMT 2022","Fri Mar 18 12:14:02 GMT 2022","22342","Contract: ERC721","with minted tokens","transfers > via safeTransferFrom > with data > to a valid receiver contract > when called by the owner","","","emits an Approval event",""
"passed","Fri Mar 18 12:10:56 GMT 2022","Fri Mar 18 12:11:06 GMT 2022","10227","Contract: EnumerableSet","EnumerableUintSet","remove","","","removes added values",""
"passed","Fri Mar 18 11:50:19 GMT 2022","Fri Mar 18 11:50:24 GMT 2022","4603","Contract: SafeERC20","with address that has no contract code","","","","reverts on increaseAllowance",""
"passed","Fri Mar 18 11:57:38 GMT 2022","Fri Mar 18 11:57:55 GMT 2022","16605","Contract: ERC20","erc20 behaviour","approve > when the spender is not the zero address > when the sender does not have enough balance","","","emits an approval event",""
"passed","Fri Mar 18 11:37:57 GMT 2022","Fri Mar 18 11:38:06 GMT 2022","9106","Contract: AccessControl","enumerating","","","","role enumeration should be in sync after renounceRole call",""
