"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Sep 15 16:54:00 GMT 2021","Wed Sep 15 16:54:00 GMT 2021","0","tests.brownie","test_brownie","","","","test_one",""
"failed","Wed Sep 15 16:54:00 GMT 2021","Wed Sep 15 16:54:08 GMT 2021","7869","tests.openzeppelin","test_openzeppelin","","","","test_truffle_with_openzeppelin",""
"passed","Wed Sep 15 16:54:08 GMT 2021","Wed Sep 15 16:54:14 GMT 2021","6387","tests.truffle","test_truffle","","","","test_truffle_migration",""
"passed","Wed Sep 15 16:54:14 GMT 2021","Wed Sep 15 16:54:17 GMT 2021","2598","tests.truffle","test_truffle","","","","test_truffle_contract",""
"passed","Wed Sep 15 16:54:17 GMT 2021","Wed Sep 15 16:54:19 GMT 2021","2656","tests.truffle","test_truffle","","","","test_truffle_test",""
