"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Sep 08 15:10:27 GMT 2021","Wed Sep 08 15:10:35 GMT 2021","7715","tests.openzeppelin","test_openzeppelin","","","","test_truffle_with_openzeppelin",""
"skipped","Wed Sep 08 15:10:27 GMT 2021","Wed Sep 08 15:10:27 GMT 2021","0","tests.brownie","test_brownie","","","","test_one",""
"failed","Wed Sep 08 15:10:35 GMT 2021","Wed Sep 08 15:10:44 GMT 2021","8996","tests.truffle","test_truffle","","","","test_truffle_migration",""
"passed","Wed Sep 08 15:10:44 GMT 2021","Wed Sep 08 15:10:46 GMT 2021","2405","tests.truffle","test_truffle","","","","test_truffle_contract",""
"passed","Wed Sep 08 15:10:46 GMT 2021","Wed Sep 08 15:10:49 GMT 2021","2379","tests.truffle","test_truffle","","","","test_truffle_test",""
