"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 26 22:49:13 GMT 2021","Tue Oct 26 22:49:15 GMT 2021","2498","","Contract: GovernorVotesQuorumFraction","","Contract: GovernorVotesQuorumFraction","deployment check","deployment check",""
"broken","Tue Oct 26 22:50:19 GMT 2021","Tue Oct 26 22:50:21 GMT 2021","2056","","Contract: ERC20Pausable pausable token transfer","","Contract: ERC20Pausable pausable token transfer","allows to transfer when unpaused","allows to transfer when unpaused",""
"broken","Tue Oct 26 22:50:21 GMT 2021","Tue Oct 26 22:50:23 GMT 2021","2081","","Contract: ERC20Snapshot snapshot","","Contract: ERC20Snapshot snapshot","emits a snapshot event","emits a snapshot event",""
"failed","Tue Oct 26 22:48:57 GMT 2021","Tue Oct 26 22:48:59 GMT 2021","1682","","Contract: PaymentSplitter","","Contract: PaymentSplitter","rejects repeated payees","rejects repeated payees",""
"broken","Tue Oct 26 22:52:34 GMT 2021","Tue Oct 26 22:52:37 GMT 2021","2914","","Contract: EnumerableMap","","Contract: EnumerableMap","starts empty","starts empty",""
"passed","Tue Oct 26 22:47:29 GMT 2021","Tue Oct 26 22:47:29 GMT 2021","4","tests.openzeppelin","test_openzeppelin","","","","test_contracts[input_data3]",""
"broken","Tue Oct 26 22:49:54 GMT 2021","Tue Oct 26 22:49:56 GMT 2021","2437","","Contract: ERC1155Burnable burn","","Contract: ERC1155Burnable burn","holder can burn their tokens","holder can burn their tokens",""
"broken","Tue Oct 26 22:49:06 GMT 2021","Tue Oct 26 22:49:08 GMT 2021","2350","","Contract: GovernorComp","","Contract: GovernorComp","deployment check","deployment check",""
"broken","Tue Oct 26 22:49:01 GMT 2021","Tue Oct 26 22:49:03 GMT 2021","2357","","Contract: VestingWallet","","Contract: VestingWallet","rejects zero address for beneficiary","rejects zero address for beneficiary",""
"broken","Tue Oct 26 22:49:23 GMT 2021","Tue Oct 26 22:49:25 GMT 2021","2056","","Contract: MinimalForwarder with message verify valid signature","","Contract: MinimalForwarder with message verify valid signature","success","success",""
"broken","Tue Oct 26 22:49:58 GMT 2021","Tue Oct 26 22:50:01 GMT 2021","2457","","Contract: ERC1155Supply before mint","","Contract: ERC1155Supply before mint","exist","exist",""
"broken","Tue Oct 26 22:51:39 GMT 2021","Tue Oct 26 22:51:42 GMT 2021","2963","","Contract: ECDSA recover with invalid signature","","Contract: ECDSA recover with invalid signature","with short signature","with short signature",""
"broken","Tue Oct 26 22:52:25 GMT 2021","Tue Oct 26 22:52:29 GMT 2021","3154","","Contract: StorageSlot boolean storage slot","","Contract: StorageSlot boolean storage slot","set","set",""
"broken","Tue Oct 26 22:49:28 GMT 2021","Tue Oct 26 22:49:30 GMT 2021","1788","","Contract: UpgradeableBeacon once deployed","","Contract: UpgradeableBeacon once deployed","returns implementation","returns implementation",""
"passed","Tue Oct 26 22:45:29 GMT 2021","Tue Oct 26 22:45:29 GMT 2021","5","","org.neonlabs.compatibility.ConnectionKtTest","","org.neonlabs.compatibility.ConnectionKtTest","shouldWork","shouldWork()","allure description"
"broken","Tue Oct 26 22:49:27 GMT 2021","Tue Oct 26 22:49:27 GMT 2021","0","","Contract: BeaconProxy","","Contract: BeaconProxy","""before all"" hook: deploy implementation for ""upgrade a proxy by upgrading its beacon""","""before all"" hook: deploy implementation for ""upgrade a proxy by upgrading its beacon""",""
"broken","Tue Oct 26 22:52:40 GMT 2021","Tue Oct 26 22:52:44 GMT 2021","3323","","Contract: EnumerableSet EnumerableAddressSet","","Contract: EnumerableSet EnumerableAddressSet","starts empty","starts empty",""
"broken","Tue Oct 26 22:52:22 GMT 2021","Tue Oct 26 22:52:25 GMT 2021","3398","","Contract: MulticallToken","","Contract: MulticallToken","batches function calls","batches function calls",""
"broken","Tue Oct 26 22:51:32 GMT 2021","Tue Oct 26 22:51:35 GMT 2021","2911","","Contract: Create2 computeAddress","","Contract: Create2 computeAddress","computes the correct contract address","computes the correct contract address",""
"failed","Tue Oct 26 22:48:48 GMT 2021","Tue Oct 26 22:48:50 GMT 2021","1679","","Contract: PaymentSplitter","","Contract: PaymentSplitter","rejects an empty set of payees","rejects an empty set of payees",""
"failed","Tue Oct 26 22:48:55 GMT 2021","Tue Oct 26 22:48:57 GMT 2021","1689","","Contract: PaymentSplitter","","Contract: PaymentSplitter","rejects zero-valued shares","rejects zero-valued shares",""
"failed","Tue Oct 26 22:49:27 GMT 2021","Tue Oct 26 22:49:28 GMT 2021","1496","","Contract: UpgradeableBeacon","","Contract: UpgradeableBeacon","cannot be created with non-contract implementation","cannot be created with non-contract implementation",""
"broken","Tue Oct 26 22:50:32 GMT 2021","Tue Oct 26 22:50:34 GMT 2021","2563","","Contract: ERC20PresetMinterPauser","","Contract: ERC20PresetMinterPauser","deployer has the default admin role","deployer has the default admin role",""
"broken","Tue Oct 26 22:50:58 GMT 2021","Tue Oct 26 22:51:00 GMT 2021","2057","","Contract: ERC721Holder","","Contract: ERC721Holder","receives an ERC721 token","receives an ERC721 token",""
"broken","Tue Oct 26 22:51:13 GMT 2021","Tue Oct 26 22:51:15 GMT 2021","1673","","Contract: ERC777PresetFixedSupply","","Contract: ERC777PresetFixedSupply","returns the name","returns the name",""
"failed","Tue Oct 26 22:50:13 GMT 2021","Tue Oct 26 22:50:14 GMT 2021","1743","","Contract: ERC20Capped","","Contract: ERC20Capped","requires a non-zero cap","requires a non-zero cap",""
"passed","Tue Oct 26 22:49:25 GMT 2021","Tue Oct 26 22:49:25 GMT 2021","6","","migrate-imports.js","","migrate-imports.js","every new path exists","every new path exists",""
