"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Sep 16 16:07:32 GMT 2021","Thu Sep 16 16:07:32 GMT 2021","0","tests.hardhat","test_hardhat","","","","test_hardhat_simple",""
"broken","Thu Sep 16 16:07:41 GMT 2021","Thu Sep 16 16:07:41 GMT 2021","1","tests.openzeppelin","test_openzeppelin","","","","test_contracts[input_data0]",""
"passed","Thu Sep 16 16:08:37 GMT 2021","Thu Sep 16 16:08:39 GMT 2021","2131","tests.truffle","test_truffle","","","","test_truffle_test",""
"passed","Thu Sep 16 16:08:35 GMT 2021","Thu Sep 16 16:08:37 GMT 2021","2118","tests.truffle","test_truffle","","","","test_truffle_contract",""
"failed","Thu Sep 16 16:07:41 GMT 2021","Thu Sep 16 16:08:35 GMT 2021","53739","tests.truffle","test_truffle","","","","test_truffle_migration",""
"skipped","Thu Sep 16 16:07:32 GMT 2021","Thu Sep 16 16:07:32 GMT 2021","0","tests.brownie","test_brownie","","","","test_one",""
"broken","Thu Sep 16 16:07:41 GMT 2021","Thu Sep 16 16:07:41 GMT 2021","1","tests.openzeppelin","test_openzeppelin","","","","test_contracts[input_data1]",""
"failed","Thu Sep 16 16:07:32 GMT 2021","Thu Sep 16 16:07:41 GMT 2021","8643","tests.hardhat","test_hardhat","","","","test_hardhat_advanced",""
