"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 18 08:34:57 GMT 2022","Fri Mar 18 08:35:37 GMT 2022","40188","Contract: ERC721Enumerable","with minted tokens","transfers > via safeTransferFrom > with data > to a valid receiver contract > when called by the owner without an approved user","","","clears the approval for the token ID",""
"passed","Fri Mar 18 06:50:25 GMT 2022","Fri Mar 18 06:51:12 GMT 2022","46362","Contract: Governor","Contract interface","ERC165 > supportsInterface(bytes4)","","","has to be implemented",""
"passed","Fri Mar 18 07:20:18 GMT 2022","Fri Mar 18 07:20:26 GMT 2022","8339","Contract: Pausable","when unpaused","","","","can perform normal process in non-pause",""
"passed","Fri Mar 18 07:23:10 GMT 2022","Fri Mar 18 07:23:22 GMT 2022","12587","Contract: ReentrancyGuard","","","","","nonReentrant function can be called",""
"broken","Fri Mar 18 06:58:14 GMT 2022","Fri Mar 18 06:58:14 GMT 2022","0","tests.brownie.token.tests","test_approve","","","","test_approve",""
"passed","Fri Mar 18 08:35:41 GMT 2022","Fri Mar 18 08:35:54 GMT 2022","13625","Contract: SafeCast","toInt8","","","","downcasts -1",""
"passed","Fri Mar 18 07:36:30 GMT 2022","Fri Mar 18 07:36:48 GMT 2022","17079","Contract: ERC20Pausable","pausable token","transfer from","","","allows to transfer when paused and then unpaused",""
"passed","Fri Mar 18 07:37:48 GMT 2022","Fri Mar 18 07:38:03 GMT 2022","15055","Contract: ERC20","increase allowance","when the spender is not the zero address > when the sender has enough balance > when the spender had an approved amount","","","increases the spender allowance adding the requested amount",""
"passed","Fri Mar 18 07:42:12 GMT 2022","Fri Mar 18 07:42:21 GMT 2022","9492","Contract: ERC20PresetMinterPauser","","","","","deployer has the pauser role",""
"passed","Fri Mar 18 07:24:30 GMT 2022","Fri Mar 18 07:24:56 GMT 2022","26226","Contract: ERC1155Burnable","burn","","","","approved operators can burn the holder's tokens",""
"passed","Fri Mar 18 07:01:57 GMT 2022","Fri Mar 18 07:02:14 GMT 2022","16989","Contract: Clones","cloneDeterministic","initialization without parameters > non payable > when not sending balance","","","has expected balance",""
"passed","Fri Mar 18 07:44:19 GMT 2022","Fri Mar 18 07:44:27 GMT 2022","7974","Contract: ERC1155","like an ERC1155","Contract interface > ERC1155 > setApprovalForAll(address,bool)","","","has to be implemented",""
"passed","Fri Mar 18 08:05:12 GMT 2022","Fri Mar 18 08:05:31 GMT 2022","18408","Contract: ERC721","with minted tokens","transfers > via safeTransferFrom > with data > to a user account > when called by the operator","","","transfers the ownership of the given token ID to the given address",""
"passed","Fri Mar 18 08:37:52 GMT 2022","Fri Mar 18 08:38:03 GMT 2022","10917","Contract: SafeCast","toInt64","","","","downcasts 0",""
"passed","Fri Mar 18 07:46:54 GMT 2022","Fri Mar 18 07:47:30 GMT 2022","35653","Contract: ERC20","erc20 behaviour","transfer from > when the token owner is not the zero address > when the recipient is not the zero address > when the spender has enough approved balance > when the token owner has enough balance","","","transfers the requested amount",""
"passed","Fri Mar 18 07:34:08 GMT 2022","Fri Mar 18 07:34:20 GMT 2022","11788","Contract: ERC20Burnable","burnFrom","on success > for a non-zero amount","","","burns the requested amount",""
"passed","Fri Mar 18 09:10:29 GMT 2022","Fri Mar 18 09:10:39 GMT 2022","9794","Contract: ERC721Enumerable","with minted tokens","getApproved > when token is not minted","","","reverts",""
"passed","Fri Mar 18 08:39:25 GMT 2022","Fri Mar 18 08:39:36 GMT 2022","10676","Contract: BitMap","set","","","","adds several consecutive keys",""
"passed","Fri Mar 18 07:49:56 GMT 2022","Fri Mar 18 07:50:04 GMT 2022","7318","Contract: ERC721Enumerable","Contract interface","ERC721 > balanceOf(address)","","","has to be implemented",""
"passed","Fri Mar 18 09:15:58 GMT 2022","Fri Mar 18 09:16:16 GMT 2022","18043","Contract: ERC721Enumerable","with minted tokens","tokenByIndex","","","returns all tokens after burning token 79217 and minting new tokens",""
"passed","Fri Mar 18 08:31:22 GMT 2022","Fri Mar 18 08:31:27 GMT 2022","4245","Contract: Math","ceilDiv","","","","correctly computes max uint256 divided by 1",""
"passed","Fri Mar 18 09:08:02 GMT 2022","Fri Mar 18 09:08:07 GMT 2022","4869","Contract: ERC721","_mint(address, uint256)","","","","reverts with a null destination address",""
"broken","Fri Mar 18 07:03:20 GMT 2022","Fri Mar 18 07:03:20 GMT 2022","0","tests.brownie.token.tests","test_transferFrom","","","","test_caller_balance_not_affected",""
"passed","Fri Mar 18 07:21:43 GMT 2022","Fri Mar 18 07:22:19 GMT 2022","35150","Contract: TransparentUpgradeableProxy","upgradeToAndCall","with migrations > when the sender is the admin > when upgrading to V1 > when upgrading to V2 > when upgrading to V3","","","upgrades to the requested version and emits an event",""
"passed","Fri Mar 18 07:05:38 GMT 2022","Fri Mar 18 07:05:45 GMT 2022","6772","Contract: ERC1967Proxy","initialization without parameters","payable > when sending some balance","","","initializes the proxy",""
"passed","Fri Mar 18 07:56:04 GMT 2022","Fri Mar 18 07:56:14 GMT 2022","10134","Contract: ERC721PresetMinterPauserAutoId","Contract interface","ERC721 > ownerOf(uint256)","","","has to be implemented",""
"passed","Fri Mar 18 08:25:36 GMT 2022","Fri Mar 18 08:25:47 GMT 2022","11291","Contract: ERC165","Contract interface","ERC165 > ERC165's supportsInterface(bytes4)","","","claims support [skip-on-coverage]",""
"skipped","Fri Mar 18 07:05:53 GMT 2022","Fri Mar 18 07:05:53 GMT 2022","0","Contract: ERC1967Proxy","initialization with parameters","non payable > when not sending balance","","","sets the implementation address",""
"passed","Fri Mar 18 07:03:36 GMT 2022","Fri Mar 18 07:04:12 GMT 2022","35422","Contract: GovernorTimelockCompound","Contract interface","Governor > castVote(uint256,uint8)","","","has to be implemented",""
"passed","Fri Mar 18 07:38:15 GMT 2022","Fri Mar 18 07:38:28 GMT 2022","13710","Contract: ERC20","increase allowance","when the spender is not the zero address > when the sender does not have enough balance > when there was no approved amount before","","","approves the requested amount",""
"passed","Fri Mar 18 07:58:40 GMT 2022","Fri Mar 18 07:58:54 GMT 2022","13836","Contract: ERC721PresetMinterPauserAutoId","Contract interface","AccessControl > ERC165's supportsInterface(bytes4)","","","claims support [skip-on-coverage]",""
"passed","Fri Mar 18 08:49:52 GMT 2022","Fri Mar 18 08:50:10 GMT 2022","18867","Contract: ERC721","with minted tokens","transfers > via safeTransferFrom > without data > to a valid receiver contract > when called by the approved individual","","","transfers the ownership of the given token ID to the given address",""
"passed","Fri Mar 18 06:57:04 GMT 2022","Fri Mar 18 06:57:11 GMT 2022","6876","Contract: MinimalForwarder","with message","verify > invalid signature","","","tampered to",""
"passed","Fri Mar 18 07:32:57 GMT 2022","Fri Mar 18 07:33:19 GMT 2022","21851","Contract: ERC1155PresetMinterPauser","batched minting","","","","deployer can batch mint tokens",""
