"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 10 03:10:57 GMT 2021","Fri Dec 10 03:10:57 GMT 2021","6","Ethers.js","","","","","testStateChangingMethods",""
"passed","Fri Dec 10 03:14:40 GMT 2021","Fri Dec 10 03:14:40 GMT 2021","205","tests.brownie.token.tests","test_approve","","","","test_initial_approval_is_zero[3]",""
"broken","Fri Dec 10 04:21:17 GMT 2021","Fri Dec 10 04:21:18 GMT 2021","350","","Contract: ERC20Permit","","Contract: ERC20Permit","initial nonce is 0","initial nonce is 0",""
"broken","Fri Dec 10 03:19:22 GMT 2021","Fri Dec 10 03:19:22 GMT 2021","0","tests.brownie.token.tests","test_transfer","","","","test_transfer_full_balance",""
"broken","Fri Dec 10 04:23:45 GMT 2021","Fri Dec 10 04:24:33 GMT 2021","47811","","Contract: SignedSafeMath add","","Contract: SignedSafeMath add","adds correctly if it does not overflow and the result is negative","adds correctly if it does not overflow and the result is negative",""
"passed","Fri Dec 10 03:12:51 GMT 2021","Fri Dec 10 03:12:53 GMT 2021","1728","tests.brownie","test_brownie","","","","test_brownie_connect",""
"skipped","Fri Dec 10 04:21:18 GMT 2021","Fri Dec 10 04:21:18 GMT 2021","0","","Contract: ERC20VotesComp set delegation with signature","","Contract: ERC20VotesComp set delegation with signature","rejects reused signature","rejects reused signature",""
"broken","Fri Dec 10 03:10:57 GMT 2021","Fri Dec 10 03:10:57 GMT 2021","289","Ethers.js","","","","","testSigningMessages",""
"passed","Fri Dec 10 03:14:40 GMT 2021","Fri Dec 10 03:14:40 GMT 2021","205","tests.brownie.token.tests","test_approve","","","","test_initial_approval_is_zero[2]",""
"skipped","Fri Dec 10 04:21:18 GMT 2021","Fri Dec 10 04:21:18 GMT 2021","0","","Contract: ERC20VotesComp getPastTotalSupply","","Contract: ERC20VotesComp getPastTotalSupply","returns 0 if there are no checkpoints","returns 0 if there are no checkpoints",""
"passed","Fri Dec 10 04:23:39 GMT 2021","Fri Dec 10 04:23:45 GMT 2021","6028","","Contract: SignedSafeMath add","","Contract: SignedSafeMath add","adds correctly if it does not overflow and the result is positive","adds correctly if it does not overflow and the result is positive",""
"skipped","Fri Dec 10 04:21:18 GMT 2021","Fri Dec 10 04:21:18 GMT 2021","0","","Contract: ERC20VotesComp set delegation with signature","","Contract: ERC20VotesComp set delegation with signature","accept signed delegation","accept signed delegation",""
"broken","Fri Dec 10 03:11:03 GMT 2021","Fri Dec 10 03:11:04 GMT 2021","665","Hardhat advanced: Greeter","","","","","Should return the new greeting once it's changed",""
"broken","Fri Dec 10 03:15:06 GMT 2021","Fri Dec 10 03:15:37 GMT 2021","31469","tests.brownie.token.tests","test_approve","","","","test_modify_approve",""
"passed","Fri Dec 10 03:10:53 GMT 2021","Fri Dec 10 03:10:54 GMT 2021","651","Ethers.js","","","","","shouldConnectViaEthersJs",""
"broken","Fri Dec 10 03:16:15 GMT 2021","Fri Dec 10 03:16:47 GMT 2021","31414","tests.brownie.token.tests","test_approve","","","","test_returns_true",""
"broken","Fri Dec 10 03:20:57 GMT 2021","Fri Dec 10 03:20:57 GMT 2021","0","tests.brownie.token.tests","test_transferFrom","","","","test_transfer_zero_tokens_without_approval",""
"passed","Fri Dec 10 04:21:38 GMT 2021","Fri Dec 10 04:22:00 GMT 2021","21944","","Contract: ERC721Enumerable Contract interface ERC165 ERC165's supportsInterface(bytes4)","","Contract: ERC721Enumerable Contract interface ERC165 ERC165's supportsInterface(bytes4)","uses less than 30k gas [skip-on-coverage]","uses less than 30k gas [skip-on-coverage]",""
"passed","Fri Dec 10 03:10:58 GMT 2021","Fri Dec 10 03:10:58 GMT 2021","4","ethjs","","","","","Connection test (js)",""
"skipped","Fri Dec 10 04:21:18 GMT 2021","Fri Dec 10 04:21:18 GMT 2021","0","","Contract: ERC20VotesComp Compound test suite getPriorVotes","","Contract: ERC20VotesComp Compound test suite getPriorVotes","generally returns the voting balance at the appropriate checkpoint","generally returns the voting balance at the appropriate checkpoint",""
"broken","Fri Dec 10 03:10:58 GMT 2021","Fri Dec 10 03:10:58 GMT 2021","5","ethjs","","","","","test01",""
"broken","Fri Dec 10 04:23:33 GMT 2021","Fri Dec 10 04:24:35 GMT 2021","62276","","Contract: MulticallToken","","Contract: MulticallToken","batches function calls","batches function calls",""
"passed","Fri Dec 10 03:14:40 GMT 2021","Fri Dec 10 03:14:40 GMT 2021","206","tests.brownie.token.tests","test_approve","","","","test_initial_approval_is_zero[4]",""
"broken","Fri Dec 10 03:20:57 GMT 2021","Fri Dec 10 03:20:57 GMT 2021","0","tests.brownie.token.tests","test_transferFrom","","","","test_insufficient_approval",""
"passed","Fri Dec 10 04:21:41 GMT 2021","Fri Dec 10 04:21:58 GMT 2021","17470","","Contract: ERC721URIStorage token URI","","Contract: ERC721URIStorage token URI","it is empty by default","it is empty by default",""
"broken","Fri Dec 10 04:23:39 GMT 2021","Fri Dec 10 04:24:41 GMT 2021","61780","","Contract: SafeMath with flag add","","Contract: SafeMath with flag add","adds correctly","adds correctly",""
"broken","Fri Dec 10 03:20:57 GMT 2021","Fri Dec 10 03:20:57 GMT 2021","0","tests.brownie.token.tests","test_transferFrom","","","","test_transfer_to_self",""
"broken","Fri Dec 10 03:20:57 GMT 2021","Fri Dec 10 03:20:57 GMT 2021","0","tests.brownie.token.tests","test_transferFrom","","","","test_total_supply_not_affected",""
"skipped","Fri Dec 10 03:20:58 GMT 2021","Fri Dec 10 03:20:58 GMT 2021","0","tests.hardhat","test_hardhat","","","","test_hardhat_advanced",""
"skipped","Fri Dec 10 04:21:18 GMT 2021","Fri Dec 10 04:21:18 GMT 2021","0","","Contract: ERC20VotesComp set delegation with signature","","Contract: ERC20VotesComp set delegation with signature","rejects expired permit","rejects expired permit",""
"broken","Fri Dec 10 03:10:55 GMT 2021","Fri Dec 10 03:10:56 GMT 2021","957","Ethers.js","","","","","testWritingToTheBlockchain",""
"broken","Fri Dec 10 03:10:54 GMT 2021","Fri Dec 10 03:10:55 GMT 2021","1278","Ethers.js","","","","","testQueryingBlockchain",""
"broken","Fri Dec 10 03:10:56 GMT 2021","Fri Dec 10 03:10:57 GMT 2021","600","Ethers.js","","","","","testReadOnlyMethods",""
"broken","Fri Dec 10 03:16:49 GMT 2021","Fri Dec 10 03:16:49 GMT 2021","0","tests.brownie.token.tests","test_transfer","","","","test_sender_balance_decreases",""
"broken","Fri Dec 10 04:21:39 GMT 2021","Fri Dec 10 04:22:42 GMT 2021","62186","","Contract: ERC20Snapshot snapshot","","Contract: ERC20Snapshot snapshot","emits a snapshot event","emits a snapshot event",""
"broken","Fri Dec 10 03:20:57 GMT 2021","Fri Dec 10 03:20:57 GMT 2021","0","tests.brownie.token.tests","test_transferFrom","","","","test_transfer_zero_tokens",""
"broken","Fri Dec 10 03:20:57 GMT 2021","Fri Dec 10 03:20:57 GMT 2021","0","tests.brownie.token.tests","test_transferFrom","","","","test_no_approval",""
"broken","Fri Dec 10 04:12:06 GMT 2021","Fri Dec 10 04:13:04 GMT 2021","57850","","Contract: MinimalForwarder with message verify valid signature","","Contract: MinimalForwarder with message verify valid signature","success","success",""
"skipped","Fri Dec 10 04:21:18 GMT 2021","Fri Dec 10 04:21:18 GMT 2021","0","","Contract: ERC20VotesComp set delegation with signature","","Contract: ERC20VotesComp set delegation with signature","rejects bad nonce","rejects bad nonce",""
"skipped","Fri Dec 10 04:21:18 GMT 2021","Fri Dec 10 04:21:18 GMT 2021","0","","Contract: ERC20VotesComp getPastTotalSupply","","Contract: ERC20VotesComp getPastTotalSupply","reverts if block number >= current block","reverts if block number >= current block",""
