"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 17 14:33:30 GMT 2022","Thu Feb 17 14:33:34 GMT 2022","4247","Contract: ERC20","transfer","when the recipient is not the zero address > when the sender transfers zero tokens","","","transfers the requested amount",""
"passed","Thu Feb 17 15:38:27 GMT 2022","Thu Feb 17 15:38:30 GMT 2022","3125","Contract: ECDSA","recover with valid signature","","","","reverts with high-s value signature",""
"passed","Thu Feb 17 14:27:43 GMT 2022","Thu Feb 17 14:27:56 GMT 2022","12600","Contract: ERC1155","like an ERC1155","safeBatchTransferFrom","","","reverts when ids array length doesn't match amounts array length",""
"passed","Thu Feb 17 13:50:10 GMT 2022","Thu Feb 17 13:50:26 GMT 2022","15535","Contract: Governor","Contract interface","Governor > quorum(uint256)","","","has to be implemented",""
"passed","Thu Feb 17 14:43:14 GMT 2022","Thu Feb 17 14:43:25 GMT 2022","10395","Contract: ERC20","erc20 behaviour","transfer from > when the token owner is not the zero address > when the recipient is not the zero address > when the spender has enough approved balance > when the token owner does not have enough balance","","","reverts",""
"broken","Thu Feb 17 15:29:18 GMT 2022","Thu Feb 17 15:29:22 GMT 2022","3472","Contract: ERC777","with default operators","","","","does not emit AuthorizedOperator events for default operators",""
"passed","Thu Feb 17 14:34:43 GMT 2022","Thu Feb 17 14:34:46 GMT 2022","3530","Contract: ERC20FlashMint","maxFlashLoan","","","","token match",""
"passed","Thu Feb 17 13:47:44 GMT 2022","Thu Feb 17 13:48:00 GMT 2022","15726","Contract: Governor","Contract interface","Governor > name()","","","has to be implemented",""
"passed","Thu Feb 17 15:25:13 GMT 2022","Thu Feb 17 15:25:20 GMT 2022","7089","Contract: ERC721Burnable","like a burnable ERC721","burn > when successful","","","emits a burn event",""
"passed","Thu Feb 17 15:34:59 GMT 2022","Thu Feb 17 15:35:06 GMT 2022","6208","Contract: Create2","deploy","","","","deploys a ERC20Mock with correct balances",""
"passed","Thu Feb 17 15:31:58 GMT 2022","Thu Feb 17 15:32:05 GMT 2022","7525","Contract: Address","functionCall","with non-contract receiver","","","reverts when address is not a contract",""
"passed","Thu Feb 17 14:48:10 GMT 2022","Thu Feb 17 14:48:22 GMT 2022","11333","Contract: ERC721Enumerable","with minted tokens","transfers > via transferFrom > when called by the approved individual","","","clears the approval for the token ID",""
"skipped","Thu Feb 17 13:46:21 GMT 2022","Thu Feb 17 13:46:21 GMT 2022","0","Contract: VestingWallet","vesting schedule","ERC20 vesting","","","execute vesting schedule",""
"passed","Thu Feb 17 15:51:34 GMT 2022","Thu Feb 17 15:51:42 GMT 2022","8581","Contract: EnumerableSet","EnumerableUintSet","add","","","adds several values",""
"passed","Thu Feb 17 13:52:17 GMT 2022","Thu Feb 17 13:52:32 GMT 2022","14584","Contract: GovernorTimelockCompound","Contract interface","Governor > execute(address[],uint256[],bytes[],bytes32)","","","has to be implemented",""
"passed","Thu Feb 17 14:50:08 GMT 2022","Thu Feb 17 14:50:20 GMT 2022","12237","Contract: ERC721Enumerable","with minted tokens","transfers > via transferFrom > when called by the owner without an approved user","","","emits a Transfer event",""
"passed","Thu Feb 17 15:34:50 GMT 2022","Thu Feb 17 15:34:53 GMT 2022","3237","Contract: Create2","computeAddress","","","","computes the correct contract address",""
"passed","Thu Feb 17 15:23:14 GMT 2022","Thu Feb 17 15:23:22 GMT 2022","7671","Contract: ERC721Enumerable","with minted tokens","approve > when approving a non-zero address > when there was no prior approval","","","sets the approval for the target address",""
"passed","Thu Feb 17 15:47:05 GMT 2022","Thu Feb 17 15:47:08 GMT 2022","2923","Contract: SafeMath","with custom revert message","div","","","divides zero correctly",""
"passed","Thu Feb 17 14:33:03 GMT 2022","Thu Feb 17 14:33:09 GMT 2022","6699","Contract: ERC20","set decimals","","","","can set decimals during construction",""
"passed","Thu Feb 17 14:32:35 GMT 2022","Thu Feb 17 14:32:41 GMT 2022","6134","Contract: ERC1155Holder","Contract interface","ERC1155Receiver > onERC1155Received(address,address,uint256,uint256,bytes)","","","has to be implemented",""
"passed","Thu Feb 17 14:51:12 GMT 2022","Thu Feb 17 14:51:26 GMT 2022","14382","Contract: ERC721Enumerable","with minted tokens","transfers > via transferFrom > when sent to the owner","","","keeps ownership of the token",""
"passed","Thu Feb 17 13:51:43 GMT 2022","Thu Feb 17 13:52:01 GMT 2022","18539","Contract: Governor","Contract interface","Governor > castVoteWithReason(uint256,uint8,string)","","","has to be implemented",""
"passed","Thu Feb 17 15:20:05 GMT 2022","Thu Feb 17 15:20:12 GMT 2022","7814","Contract: ERC721","with minted tokens","approve > when clearing approval > when there was a prior approval","","","emits an approval event",""
"passed","Thu Feb 17 14:18:29 GMT 2022","Thu Feb 17 14:18:39 GMT 2022","9608","Contract: TransparentUpgradeableProxy","transparent proxy","when function names clash","","","when sender is proxy admin should run the proxy function",""
"passed","Thu Feb 17 15:20:56 GMT 2022","Thu Feb 17 15:21:09 GMT 2022","12435","Contract: ERC721Enumerable","with minted tokens","transfers > via safeTransferFrom > to a receiver contract that reverts without message","","","reverts",""
"passed","Thu Feb 17 14:48:53 GMT 2022","Thu Feb 17 14:49:07 GMT 2022","14278","Contract: ERC721Enumerable","with minted tokens","transfers > via transferFrom > when called by the operator","","","transfers the ownership of the given token ID to the given address",""
"skipped","Thu Feb 17 13:46:57 GMT 2022","Thu Feb 17 13:46:57 GMT 2022","0","Contract: TimelockController","methods","simple > execute > with scheduled operation > on time","","","executor can reveal",""
"passed","Thu Feb 17 14:34:01 GMT 2022","Thu Feb 17 14:34:09 GMT 2022","8344","Contract: ERC20","transfer from","when the token owner is not the zero address > when the recipient is not the zero address > when the spender has enough approved balance > when the token owner has enough balance","","","emits an approval event",""
"passed","Thu Feb 17 15:06:16 GMT 2022","Thu Feb 17 15:06:27 GMT 2022","10482","Contract: ERC721Enumerable","with minted tokens","transfers > via safeTransferFrom > without data > to a user account > when called by the owner","","","emits a Transfer event",""
"passed","Thu Feb 17 15:43:05 GMT 2022","Thu Feb 17 15:43:08 GMT 2022","2790","Contract: RefundEscrow","once deployed","active state","","","has beneficiary and state",""
"skipped","Thu Feb 17 14:38:30 GMT 2022","Thu Feb 17 14:38:30 GMT 2022","0","Contract: ERC20Votes","","","","","minting restriction",""
"passed","Thu Feb 17 15:27:41 GMT 2022","Thu Feb 17 15:27:44 GMT 2022","2488","Contract: ERC721Enumerable","metadata","","","","has a symbol",""
"skipped","Thu Feb 17 14:10:36 GMT 2022","Thu Feb 17 14:10:36 GMT 2022","0","Contract: ERC1967Proxy","without initialization","when sending some balance","","","sets the implementation address",""
"passed","Thu Feb 17 15:42:49 GMT 2022","Thu Feb 17 15:42:53 GMT 2022","4682","Contract: Escrow","as an escrow","withdrawals","","","emits a withdrawn event",""
"passed","Thu Feb 17 15:04:37 GMT 2022","Thu Feb 17 15:04:48 GMT 2022","10934","Contract: ERC721","with minted tokens","transfers > via safeTransferFrom > without data > to a user account > when called by the approved individual","","","transfers the ownership of the given token ID to the given address",""
"passed","Thu Feb 17 15:25:20 GMT 2022","Thu Feb 17 15:25:32 GMT 2022","12468","Contract: ERC721Burnable","like a burnable ERC721","burn > when there is a previous approval burned > getApproved","","","reverts",""
"passed","Thu Feb 17 15:50:48 GMT 2022","Thu Feb 17 15:50:50 GMT 2022","2440","Contract: EnumerableSet","EnumerableAddressSet","at","","","reverts when retrieving non-existent elements",""
"failed","Thu Feb 17 13:55:52 GMT 2022","Thu Feb 17 13:56:23 GMT 2022","30762","Contract: GovernorTimelockCompound","to late","","","","run",""
"skipped","Thu Feb 17 14:38:34 GMT 2022","Thu Feb 17 14:38:34 GMT 2022","0","Contract: ERC20VotesComp","Compound test suite","balanceOf","","","grants to initial account",""
"passed","Thu Feb 17 14:14:05 GMT 2022","Thu Feb 17 14:14:12 GMT 2022","6435","Contract: ProxyAdmin","#upgradeAndCall","with authorized account > with invalid callData","","","fails to upgrade",""
"passed","Thu Feb 17 15:33:08 GMT 2022","Thu Feb 17 15:33:14 GMT 2022","6306","Contract: Address","functionDelegateCall","","","","delegate calls the requested function",""
"passed","Thu Feb 17 14:48:42 GMT 2022","Thu Feb 17 14:48:53 GMT 2022","10768","Contract: ERC721Enumerable","with minted tokens","transfers > via transferFrom > when called by the approved individual","","","adjusts owners tokens by index",""
"skipped","Thu Feb 17 13:46:57 GMT 2022","Thu Feb 17 13:46:57 GMT 2022","0","Contract: TimelockController","methods","batch > schedule","","","enforce minimum delay",""
"broken","Thu Feb 17 13:59:17 GMT 2022","Thu Feb 17 13:59:17 GMT 2022","0","tests.brownie.token.tests","test_transferFrom","","","","test_transfer_zero_tokens",""
"passed","Thu Feb 17 15:11:32 GMT 2022","Thu Feb 17 15:11:45 GMT 2022","13131","Contract: ERC721","with minted tokens","transfers > via safeTransferFrom > without data > to a valid receiver contract > when called by the approved individual","","","clears the approval for the token ID",""
"broken","Thu Feb 17 15:43:51 GMT 2022","Thu Feb 17 15:43:53 GMT 2022","2218","Contract: RefundEscrow","once deployed","closed state","","","prevents entering the refund state",""
"passed","Thu Feb 17 13:44:39 GMT 2022","Thu Feb 17 13:44:45 GMT 2022","5573","Contract: AccessControl","onlyRole modifier","","","","do not revert if sender has role",""
"broken","Thu Feb 17 13:54:11 GMT 2022","Thu Feb 17 13:54:11 GMT 2022","0","tests.brownie.token.tests","test_approve","","","","test_revoke_approve",""
"passed","Thu Feb 17 14:28:43 GMT 2022","Thu Feb 17 14:28:52 GMT 2022","9196","Contract: ERC1155","like an ERC1155","safeBatchTransferFrom > when called by an operator on behalf of the multiTokenHolder > when operator is approved by multiTokenHolder","","","credits transferred balances to receiver",""
"passed","Thu Feb 17 14:16:15 GMT 2022","Thu Feb 17 14:16:18 GMT 2022","3220","Contract: TransparentUpgradeableProxy","implementation","","","","returns the current implementation address",""
"passed","Thu Feb 17 14:29:32 GMT 2022","Thu Feb 17 14:29:39 GMT 2022","6673","Contract: ERC1155PresetMinterPauser","","","","","minter and pauser role admin is the default admin",""
"passed","Thu Feb 17 15:37:13 GMT 2022","Thu Feb 17 15:37:17 GMT 2022","3659","Contract: Strings","from uint256 - fixed hex format","","","","converts a positive number (short)",""
"passed","Thu Feb 17 14:35:15 GMT 2022","Thu Feb 17 14:35:21 GMT 2022","5833","Contract: ERC20FlashMint","flashLoan","","","","unavailable funds",""
"passed","Thu Feb 17 15:24:30 GMT 2022","Thu Feb 17 15:24:33 GMT 2022","3100","Contract: ERC721","metadata","","","","has a name",""
"passed","Thu Feb 17 14:18:22 GMT 2022","Thu Feb 17 14:18:29 GMT 2022","7392","Contract: TransparentUpgradeableProxy","transparent proxy","","","","proxy admin cannot call delegated functions",""
"passed","Thu Feb 17 15:08:14 GMT 2022","Thu Feb 17 15:08:25 GMT 2022","11828","Contract: ERC721Enumerable","with minted tokens","transfers > via safeTransferFrom > without data > to a user account > when called by the operator","","","transfers the ownership of the given token ID to the given address",""
"passed","Thu Feb 17 13:42:45 GMT 2022","Thu Feb 17 13:42:48 GMT 2022","3006","Contract: AccessControl","Contract interface","AccessControl > revokeRole(bytes32,address)","","","has to be implemented",""
"passed","Thu Feb 17 15:23:33 GMT 2022","Thu Feb 17 15:23:38 GMT 2022","4948","Contract: ERC721","_burn","","","","reverts when burning a non-existent token id",""
"passed","Thu Feb 17 14:57:42 GMT 2022","Thu Feb 17 14:57:54 GMT 2022","12649","Contract: ERC721","with minted tokens","transfers > via safeTransferFrom > with data > to a valid receiver contract > when called by the approved individual","","","transfers the ownership of the given token ID to the given address",""
"passed","Thu Feb 17 14:53:09 GMT 2022","Thu Feb 17 14:53:22 GMT 2022","13174","Contract: ERC721Enumerable","with minted tokens","transfers > via safeTransferFrom > with data > to a user account > when called by the owner","","","emits an Approval event",""
"passed","Thu Feb 17 15:26:12 GMT 2022","Thu Feb 17 15:26:18 GMT 2022","6118","Contract: ERC721URIStorage","token URI","","","","base URI is added as a prefix to the token URI",""
"skipped","Thu Feb 17 14:11:08 GMT 2022","Thu Feb 17 14:11:08 GMT 2022","2","Contract: ERC1967Proxy","initialization with parameters","payable > when not sending balance","","","sets the implementation address",""
"passed","Thu Feb 17 14:44:06 GMT 2022","Thu Feb 17 14:44:10 GMT 2022","3687","Contract: ERC721","Contract interface","ERC721 > setApprovalForAll(address,bool)","","","has to be implemented",""
"passed","Thu Feb 17 15:11:57 GMT 2022","Thu Feb 17 15:12:08 GMT 2022","11638","Contract: ERC721","with minted tokens","transfers > via safeTransferFrom > without data > to a valid receiver contract > when called by the approved individual","","","adjusts owners balances",""
"passed","Thu Feb 17 14:46:45 GMT 2022","Thu Feb 17 14:46:54 GMT 2022","8984","Contract: ERC721","with minted tokens","transfers > via transferFrom > when called by the approved individual","","","adjusts owners tokens by index",""
"broken","Thu Feb 17 15:25:42 GMT 2022","Thu Feb 17 15:25:42 GMT 2022","398","Contract: ERC721Pausable","when token is paused","","","","reverts when trying to transferFrom",""
"passed","Thu Feb 17 14:51:55 GMT 2022","Thu Feb 17 14:52:04 GMT 2022","9014","Contract: ERC721Enumerable","with minted tokens","transfers > via transferFrom > when sent to the owner","","","keeps same tokens by index",""
"broken","Thu Feb 17 14:09:10 GMT 2022","Thu Feb 17 14:09:10 GMT 2022","0","Contract: GovernorTimelockControl","nominal","","","","""after each"" hook for ""run""",""
"passed","Thu Feb 17 15:25:05 GMT 2022","Thu Feb 17 15:25:13 GMT 2022","7932","Contract: ERC721Burnable","like a burnable ERC721","burn > when successful","","","burns the given token ID and adjusts the balance of the owner",""
"passed","Thu Feb 17 14:11:51 GMT 2022","Thu Feb 17 14:11:52 GMT 2022","734","Contract: BeaconProxy","bad beacon is not accepted","","","","non-contract beacon",""
"skipped","Thu Feb 17 13:46:57 GMT 2022","Thu Feb 17 13:46:57 GMT 2022","0","Contract: TimelockController","usage scenario","","","","call reverting",""
"passed","Thu Feb 17 13:51:51 GMT 2022","Thu Feb 17 13:51:51 GMT 2022","2","Ethers.js","","","","","testSigner",""
"passed","Thu Feb 17 15:28:02 GMT 2022","Thu Feb 17 15:28:05 GMT 2022","2574","Contract: ERC721PresetMinterPauserAutoId","Contract interface","AccessControl > ERC165's supportsInterface(bytes4)","","","claims support [skip-on-coverage]",""
"passed","Thu Feb 17 14:33:09 GMT 2022","Thu Feb 17 14:33:12 GMT 2022","2697","Contract: ERC20","total supply","","","","returns the total amount of tokens",""
"passed","Thu Feb 17 15:21:55 GMT 2022","Thu Feb 17 15:22:05 GMT 2022","10134","Contract: ERC721Enumerable","with minted tokens","safe mint > via safeMint > to a receiver contract returning unexpected value","","","reverts",""
"passed","Thu Feb 17 15:28:42 GMT 2022","Thu Feb 17 15:28:48 GMT 2022","5400","Contract: ERC721PresetMinterPauserAutoId","pausing","","","","deployer can pause",""
