"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 26 07:34:07 GMT 2022","Sat Feb 26 07:34:46 GMT 2022","38322","Contract: ERC721","with minted tokens","transfers > via safeTransferFrom > without data > to a user account > when the address of the previous owner is incorrect","","","reverts",""
"passed","Sat Feb 26 04:17:17 GMT 2022","Sat Feb 26 04:18:08 GMT 2022","51108","Contract: ERC20","approve","when the spender is not the zero address > when the sender has enough balance > when the spender had an approved amount","","","approves the requested amount and replaces the previous one",""
"skipped","Sat Feb 26 04:22:32 GMT 2022","Sat Feb 26 04:22:32 GMT 2022","0","Contract: ERC20VotesComp","getPastTotalSupply","","","","returns 0 if there are no checkpoints",""
"passed","Sat Feb 26 08:49:49 GMT 2022","Sat Feb 26 08:50:00 GMT 2022","10667","Contract: ERC721Enumerable","Contract interface","ERC721Metadata > ERC165's supportsInterface(bytes4)","","","claims support [skip-on-coverage]",""
"skipped","Sat Feb 26 03:30:23 GMT 2022","Sat Feb 26 03:30:23 GMT 2022","0","Contract: ERC1967Proxy","initialization with parameters","payable > when not sending balance","","","sets the implementation address",""
"passed","Sat Feb 26 06:00:31 GMT 2022","Sat Feb 26 06:02:11 GMT 2022","100102","Contract: ERC721Enumerable","with minted tokens","transfers > via safeTransferFrom > with data > to a user account > when called by the owner","","","adjusts owners tokens by index",""
"passed","Sat Feb 26 04:40:55 GMT 2022","Sat Feb 26 04:42:10 GMT 2022","74701","Contract: SafeERC20","with token that returns false on all calls","","","","reverts on increaseAllowance",""
"skipped","Sat Feb 26 03:27:33 GMT 2022","Sat Feb 26 03:27:33 GMT 2022","0","Contract: ERC1967Proxy","initialization without parameters","non payable > when not sending balance","","","sets the implementation address",""
"passed","Sat Feb 26 06:02:11 GMT 2022","Sat Feb 26 06:05:44 GMT 2022","212680","Contract: EnumerableSet","EnumerableBytes32Set","remove","","","adds and removes multiple values",""
"passed","Sat Feb 26 03:15:24 GMT 2022","Sat Feb 26 03:17:29 GMT 2022","124889","Contract: GovernorTimelockCompound","Contract interface","ERC165 > supportsInterface(bytes4)","","","has to be implemented",""
"passed","Sat Feb 26 04:18:35 GMT 2022","Sat Feb 26 04:19:35 GMT 2022","59878","Contract: ERC20Burnable","burnFrom","when the given amount is greater than the allowance","","","reverts",""
"passed","Sat Feb 26 08:29:07 GMT 2022","Sat Feb 26 08:29:46 GMT 2022","38867","Contract: ERC721Enumerable","with minted tokens","approve > when clearing approval > when there was a prior approval","","","clears approval for the token",""
"passed","Sat Feb 26 06:04:11 GMT 2022","Sat Feb 26 06:06:59 GMT 2022","168223","Contract: ConditionalEscrow","when withdrawal is allowed","as an escrow > withdrawals","","","only the owner can withdraw",""
