"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 09 13:59:32 GMT 2021","Thu Sep 09 13:59:34 GMT 2021","1816","tests.truffle","test_truffle","","","","test_truffle_test",""
"passed","Thu Sep 09 13:59:20 GMT 2021","Thu Sep 09 13:59:30 GMT 2021","9532","tests.truffle","test_truffle","","","","test_truffle_migration",""
"skipped","Thu Sep 09 13:58:07 GMT 2021","Thu Sep 09 13:58:07 GMT 2021","0","tests.brownie","test_brownie","","","","test_one",""
"skipped","Thu Sep 09 13:58:07 GMT 2021","Thu Sep 09 13:58:07 GMT 2021","0","tests.hardhat","test_hardhat","","","","test_hardhat_simple",""
"passed","Thu Sep 09 13:59:30 GMT 2021","Thu Sep 09 13:59:32 GMT 2021","1844","tests.truffle","test_truffle","","","","test_truffle_contract",""
"failed","Thu Sep 09 13:59:13 GMT 2021","Thu Sep 09 13:59:20 GMT 2021","7498","tests.openzeppelin","test_openzeppelin","","","","test_truffle_with_openzeppelin",""
"failed","Thu Sep 09 13:58:07 GMT 2021","Thu Sep 09 13:59:13 GMT 2021","65711","tests.hardhat","test_hardhat","","","","test_hardhat_advanced",""
